site,country,is_source,label,n,n_positive,prevalence,prevalence_source,prevalence_ratio,mean_score,auroc,auroc_lo,auroc_hi,auprc,ece,ece_lo,ece_hi,ece2,mce,nll,brier,reliability,resolution,reliable_estimate
chapman_like,CN,False,RBBB,2500,182,0.0728,0.06792452830188679,1.071777777777778,0.2588756170774994,0.9889896557282235,0.9842862594696071,0.9928903872227859,0.8880094072981051,0.18607561707749942,0.17481339121082728,0.19748476399388643,0.10091625958729514,0.7722662704352841,0.4380787977748907,0.12166808698761579,0.10103813762749075,0.04728016144289733,True
chapman_like,CN,False,LBBB,2500,39,0.0156,0.018867924528301886,0.8268,0.008831038340938093,0.9995624042759353,0.99907245334917,0.9999270673793226,0.9736662872876054,0.0067689622505924295,0.0044551398395774,0.009326117347734227,0.0006138814323478664,0.10133176579082587,0.030758922510787722,0.006010547057266407,0.0006859108674535586,0.00339975377245509,True
chapman_like,CN,False,SB,2500,432,0.1728,0.0830188679245283,2.081454545454546,0.13187431072114983,0.9710648148148148,0.9648033694659359,0.9769797095511856,0.8525317447255465,0.04168987757259573,0.03632126624364266,0.048734435155127216,0.009341129150329234,0.3360158423912428,0.18569421827458016,0.05902890691262111,0.009640327292926843,0.09336474697063701,True
chapman_like,CN,False,STACH,2500,140,0.056,0.09182389937106918,0.6098630136986302,0.06544106440318302,0.9931265133171913,0.9900956416464891,0.9957813256658595,0.8924319160443763,0.009441064403182986,0.00561453032449623,0.013575776015083257,0.0002995834563078132,0.0641035406872598,0.051533530702287195,0.014357968924263009,0.000398782648285304,0.03639934377029074,True
code15_like,BR,False,AF,2500,37,0.0148,0.12578616352201258,0.11766,0.43675335962534356,0.892418606182309,0.8373393795744587,0.9352201775466087,0.27674605602384095,0.4219533596253436,0.4082528030892484,0.4353374843479936,0.2730068632623164,0.8807430318870252,0.871817935198452,0.2868551040348457,0.27308874768623964,0.0009905552672967316,True
code15_like,BR,False,IAVB,2500,50,0.02,0.08050314465408805,0.2484375,0.1356415013630421,0.5869224489795918,0.49900102040816324,0.6707561224489796,0.03366552313938146,0.1156415013630421,0.11188523109861384,0.12132475990943077,0.02474870937569002,0.41421119671035866,0.1948907343948984,0.04503091065424851,0.024866343198952586,0.00010846259288651609,True
code15_like,BR,False,RBBB,2500,65,0.026,0.06792452830188679,0.3827777777777778,0.01205649502489427,0.9975991154635918,0.9958385721055126,0.9986986258095089,0.9126887626783817,0.01398790278484201,0.011300971759852908,0.016270750625567473,0.0028241134461043085,0.2090674233529023,0.04513287649099481,0.012262039020913516,0.002919777539604056,0.009443760479041916,True
code15_like,BR,False,LBBB,2500,19,0.0076,0.018867924528301886,0.4028,0.017803162413123835,1.0,1.0,1.0,1.0,0.01020316241312384,0.00784229259648809,0.01299019433022832,0.0014234558074533896,0.1479879431683398,0.017055638607840665,0.004995418477368282,0.0014640300805938557,0.0008069106586826347,False
code15_like,BR,False,SB,2500,100,0.04,0.0830188679245283,0.48181818181818187,0.09156258231261832,0.9537166666666667,0.94300875,0.9635132291666667,0.36546817543167054,0.05156258231261833,0.04516994244861769,0.058346621924328615,0.01297631572662107,0.3599787870406408,0.13376742300265088,0.04226804438237325,0.013148910296517421,0.009774200995599166,True
code15_like,BR,False,STACH,2500,66,0.0264,0.09182389937106918,0.28750684931506854,0.02019539040722434,0.998157416398994,0.9964920880954159,0.9993653668982346,0.9444696788532562,0.009680918802389433,0.007065665081998931,0.011576862946871224,0.0008597763179584927,0.11890365565243338,0.02583932701887376,0.00772087376100872,0.0009559598544998677,0.00973657293413174,True
korea_like,KR,False,AF,2500,16,0.0064,0.12578616352201258,0.05088,0.00851552793509898,0.9330464975845411,0.8900494414251208,0.9697438607085346,0.2459783159560434,0.0038425763957243278,0.001833512724022064,0.006673677411818313,2.6532076252329195e-05,0.028115462643463443,0.026785350047511907,0.005915252958571055,6.32390347340514e-05,0.00027047496140249623,False
korea_like,KR,False,IAVB,2500,38,0.0152,0.08050314465408805,0.18881250000000002,0.0854712422418462,0.5813095899781949,0.48381664457651036,0.683866080208645,0.02428974834008367,0.07105530526187798,0.06822716474781299,0.0751134573948659,0.008826302722986672,0.23166288650458772,0.12946244681055932,0.024021299965487748,0.008916033360288192,9.509808527523268e-05,True
korea_like,KR,False,RBBB,2500,47,0.0188,0.06792452830188679,0.2767777777777778,0.025867262552268552,0.9993928407247747,0.9985167966276639,0.9999392840724775,0.972950939673396,0.007067262552268557,0.00490050475524855,0.009197233335552623,0.0003754914432280513,0.08117861364538048,0.013798004617464511,0.00312805995420603,0.00045687085308304014,0.004937577964071856,True
korea_like,KR,False,LBBB,2500,6,0.0024,0.018867924528301886,0.1272,0.002298002459014185,1.0,1.0,1.0,1.0,0.00010199762349563008,2.4849760763253773e-05,0.0001922390227497371,-1.378264716416832e-05,0.0015269099137832642,0.00010768146880906469,9.018277097956365e-06,1.557411195052962e-07,8.046754491017964e-05,False
korea_like,KR,False,SB,2500,266,0.1064,0.0830188679245283,1.2816363636363637,0.16798166071645318,0.9525043584790086,0.943881679915994,0.9607066709970988,0.6870153905071875,0.06158166071645318,0.053801749418523226,0.07019688553941125,0.012807580044206754,0.3448641308498629,0.20467005698346769,0.06495846334914492,0.013128351513316726,0.04190936970204169,True
korea_like,KR,False,STACH,2500,25,0.01,0.09182389937106918,0.1089041095890411,0.009781559941326796,0.9998060606060606,0.9994339393939394,1.0,0.982874489636902,0.0010154264283876967,0.00043739371677047084,0.002208138935452936,-4.5118901703855284e-05,0.009235527597761223,0.005000616475417869,0.0012352183659449824,6.103953789976326e-06,0.0013970059880239517,True
