site,country,label,method,n_star_empirical,zero_shot_coverage,gamma,eps,alpha,n_star_upper,n_star_lower,upper_feasible,mean_pred_var,n_positive,n,reliable_estimate
ptbxl_like,DE,AF,prevalence_correction,,0.0,0.045014755440026706,0.02,0.1,inf,79,False,0.025079495359468122,410,5000,True
ptbxl_like,DE,AF,temperature,,0.0,0.045014755440026706,0.02,0.1,inf,79,False,0.025079495359468122,410,5000,True
ptbxl_like,DE,AF,hybrid,1600.0,0.0,0.045014755440026706,0.02,0.1,inf,79,False,0.025079495359468122,410,5000,True
ptbxl_like,DE,AF,hybrid_minimax,0.0,0.9833333333333333,0.045014755440026706,0.02,0.1,inf,79,False,0.025079495359468122,410,5000,True
ptbxl_like,DE,IAVB,prior_correction,,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,IAVB,prior_correction_minimax,,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,IAVB,prevalence_correction,800.0,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,IAVB,temperature,,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,IAVB,hybrid,,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,IAVB,hybrid_minimax,,0.0,0.012938792164636649,0.02,0.1,3431.0,0,True,0.06976150100976095,196,5000,True
ptbxl_like,DE,RBBB,prior_correction,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,RBBB,prior_correction_minimax,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,RBBB,prevalence_correction,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,RBBB,temperature,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,RBBB,hybrid,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,RBBB,hybrid_minimax,0.0,1.0,0.0002003618142442523,0.02,0.1,1.0,0,True,1.4667362264108184e-06,276,5000,True
ptbxl_like,DE,LBBB,prior_correction,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,LBBB,prior_correction_minimax,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,LBBB,prevalence_correction,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,LBBB,temperature,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,LBBB,hybrid,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,LBBB,hybrid_minimax,0.0,1.0,5.736162845776768e-07,0.02,0.1,1.0,0,True,1.4533566891681602e-06,131,5000,True
ptbxl_like,DE,SB,prior_correction,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,SB,prior_correction_minimax,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,SB,prevalence_correction,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,SB,temperature,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,SB,hybrid,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,SB,hybrid_minimax,,0.0,0.05111659401162853,0.02,0.1,inf,79,False,0.027620544858812674,133,5000,True
ptbxl_like,DE,STACH,prior_correction,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
ptbxl_like,DE,STACH,prior_correction_minimax,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
ptbxl_like,DE,STACH,prevalence_correction,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
ptbxl_like,DE,STACH,temperature,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
ptbxl_like,DE,STACH,hybrid,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
ptbxl_like,DE,STACH,hybrid_minimax,0.0,1.0,0.0058899850147285755,0.02,0.1,42.0,0,True,0.005496152923320286,173,5000,True
chapman_like,CN,AF,prior_correction,,0.0,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,AF,prior_correction_minimax,,0.0,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,AF,prevalence_correction,,0.18333333333333332,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,AF,temperature,2500.0,0.18333333333333332,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,AF,hybrid,,0.0,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,AF,hybrid_minimax,,0.0,0.03125169432486745,0.02,0.1,inf,79,False,0.03246637403880182,377,5000,True
chapman_like,CN,IAVB,prior_correction,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,IAVB,prior_correction_minimax,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,IAVB,prevalence_correction,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,IAVB,temperature,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,IAVB,hybrid,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,IAVB,hybrid_minimax,,0.0,0.046765997939178384,0.02,0.1,inf,79,False,0.08916375420518356,279,5000,True
chapman_like,CN,RBBB,prior_correction,,0.016666666666666666,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,RBBB,prior_correction_minimax,,0.0,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,RBBB,prevalence_correction,,0.7166666666666667,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,RBBB,temperature,,0.7166666666666667,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,RBBB,hybrid,,0.016666666666666666,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,RBBB,hybrid_minimax,,0.0,0.01960694701419144,0.02,0.1,7677.0,0,True,0.0008449904071953536,415,5000,True
chapman_like,CN,LBBB,prior_correction,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
chapman_like,CN,LBBB,prior_correction_minimax,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
chapman_like,CN,LBBB,prevalence_correction,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
chapman_like,CN,LBBB,temperature,0.0,1.0,0.0021388844144745937,0.02,0.1,2.0,0,True,0.00025187043449211835,67,5000,True
