site,country,label,method,alpha,n_cal,pi_t_oracle,pi_t_bbse,coverage_mean,coverage_p05,coverage_sd,review_rate,mean_set_size,valid,n_positive,reliable_estimate
korea_like,KR,IAVB,split_target,0.1,100,0.0106,0.05728223849351613,0.9035510204081634,0.8483877551020408,0.03017414401597903,0.08739591836734693,0.9126040816326533,True,53,True
korea_like,KR,IAVB,weighted_source,0.1,100,0.0106,0.05728223849351613,0.9366448979591837,0.9359183673469388,0.00042839646574374153,0.05404489795918368,0.9459551020408163,True,53,True
korea_like,KR,IAVB,weighted_source_oracle,0.1,100,0.0106,0.05728223849351613,0.8984489795918368,0.8975510204081633,0.0005611317177497014,0.09243265306122447,0.9075673469387756,False,53,True
korea_like,KR,IAVB,hybrid_g0,0.1,100,0.0106,0.05728223849351613,0.9366448979591837,0.9359183673469388,0.00042839646574374153,0.05404489795918368,0.9459551020408163,True,53,True
korea_like,KR,IAVB,hybrid_g0.02,0.1,100,0.0106,0.05728223849351613,0.9658244897959183,0.9653061224489796,0.0003563197512037172,0.024265306122448975,0.975734693877551,True,53,True
korea_like,KR,IAVB,hybrid_g0.05,0.1,100,0.0106,0.05728223849351613,0.9900897959183673,0.9897959183673469,0.000255420209749587,0.028277551020408166,1.028277551020408,True,53,True
korea_like,KR,RBBB,split_target,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,RBBB,weighted_source,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,RBBB,weighted_source_oracle,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,RBBB,hybrid_g0,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,RBBB,hybrid_g0.02,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,RBBB,hybrid_g0.05,0.1,100,0.0218,0.14619517004973376,0.02183265306122449,0.02142857142857143,0.0002722482636024865,0.9781673469387754,0.02183265306122449,False,109,True
korea_like,KR,LBBB,split_target,0.1,100,0.0012,0.0,0.00020000000000000004,0.00020408163265306123,2.8571428571428578e-05,0.9998,0.00020000000000000004,False,6,False
korea_like,KR,LBBB,weighted_source,0.1,100,0.0012,0.0,0.00020000000000000004,0.00020408163265306123,2.8571428571428578e-05,0.9998,0.00020000000000000004,False,6,False
korea_like,KR,LBBB,weighted_source_oracle,0.1,100,0.0012,0.0,0.00020000000000000004,0.00020408163265306123,2.8571428571428578e-05,0.9998,0.00020000000000000004,False,6,False
korea_like,KR,LBBB,hybrid_g0,0.1,100,0.0012,0.0,0.00020000000000000004,0.00020408163265306123,2.8571428571428578e-05,0.9998,0.00020000000000000004,False,6,False
korea_like,KR,LBBB,hybrid_g0.02,0.1,100,0.0012,0.0,0.00020000000000000004,0.00020408163265306123,2.8571428571428578e-05,0.9998,0.00020000000000000004,False,6,False
korea_like,KR,LBBB,hybrid_g0.05,0.1,100,0.0012,0.0,0.9843836734693876,0.9840816326530613,0.00023883655246249744,0.015616326530612243,0.9843836734693876,True,6,False
korea_like,KR,SB,split_target,0.1,100,0.116,0.30928566893797205,0.8980244897959183,0.8417040816326531,0.03383374202073079,0.04887755102040816,0.9873346938775509,False,580,True
korea_like,KR,SB,weighted_source,0.1,100,0.116,0.30928566893797205,0.877608163265306,0.876734693877551,0.0006095723984520716,0.053783673469387755,0.9462163265306123,False,580,True
korea_like,KR,SB,weighted_source_oracle,0.1,100,0.116,0.30928566893797205,0.7988979591836736,0.7977551020408163,0.0008951719265086356,0.1710408163265306,0.8289591836734692,False,580,True
korea_like,KR,SB,hybrid_g0,0.1,100,0.116,0.30928566893797205,0.877608163265306,0.876734693877551,0.0006095723984520716,0.053783673469387755,0.9462163265306123,False,580,True
korea_like,KR,SB,hybrid_g0.02,0.1,100,0.116,0.30928566893797205,0.893930612244898,0.8931530612244899,0.0005365600709186757,0.026024489795918367,0.9739755102040817,False,580,True
korea_like,KR,SB,hybrid_g0.05,0.1,100,0.116,0.30928566893797205,0.9201591836734694,0.9192755102040817,0.0005279209613579223,0.02722448979591837,1.0272244897959184,True,580,True
korea_like,KR,STACH,split_target,0.1,100,0.0102,0.0,0.897861224489796,0.8535,0.025994400447863733,0.10213877551020407,0.897861224489796,False,51,True
korea_like,KR,STACH,weighted_source,0.1,100,0.0102,0.0,0.995804081632653,0.9957142857142857,0.0001165947498537622,0.004195918367346938,0.995804081632653,True,51,True
korea_like,KR,STACH,weighted_source_oracle,0.1,100,0.0102,0.0,0.9960081632653061,0.9959183673469387,0.0001165947498537622,0.003991836734693877,0.9960081632653061,True,51,True
korea_like,KR,STACH,hybrid_g0,0.1,100,0.0102,0.0,0.995804081632653,0.9957142857142857,0.0001165947498537622,0.004195918367346938,0.995804081632653,True,51,True
korea_like,KR,STACH,hybrid_g0.02,0.1,100,0.0102,0.0,0.9962122448979591,0.9961224489795918,0.0001165947498537622,0.003787755102040816,0.9962122448979591,True,51,True
korea_like,KR,STACH,hybrid_g0.05,0.1,100,0.0102,0.0,0.9972122448979591,0.9971428571428571,9.667525944756859e-05,0.0027877551020408166,0.9972122448979591,True,51,True
