site,country,label,method,n_cal,n_repeats,n_failed,ece_mean,ece_median,ece_q90,n_positive,reliable_estimate
georgia_like,US,RBBB,hybrid,25,20,0,0.00020166361054734828,0.00020158980984472455,0.0002018852261286494,297,True
georgia_like,US,RBBB,hybrid_minimax,25,20,0,0.0001991144783822549,0.00019912235450841864,0.0001991228881926821,297,True
georgia_like,US,RBBB,identity,50,20,0,0.00020202026786731033,0.00020202026786969953,0.00020202026786969953,297,True
georgia_like,US,RBBB,prior_correction,50,20,0,0.0002020202789160867,0.00020202027891887594,0.00020202027891887594,297,True
georgia_like,US,RBBB,prior_correction_gated,50,20,0,0.0002020202789160867,0.00020202027891887594,0.00020202027891887594,297,True
georgia_like,US,RBBB,prior_correction_minimax,50,20,0,0.00019921092084667632,0.0001992109208466782,0.0001992109208466782,297,True
georgia_like,US,RBBB,temperature,50,20,0,0.00020260484260402646,0.0002026048560134011,0.00020260539239309942,297,True
georgia_like,US,RBBB,platt,50,20,0,0.00020290098989698448,0.00020290101009900335,0.00020290181817982227,297,True
georgia_like,US,RBBB,isotonic,50,20,0,0.00020202026786492216,0.00020202026786969953,0.00020202026786969953,297,True
georgia_like,US,RBBB,hybrid,50,20,0,0.00020260484260402646,0.0002026048560134011,0.00020260539239309942,297,True
georgia_like,US,RBBB,hybrid_minimax,50,20,0,0.00020012519356191332,0.00020012520697135563,0.00020012574335106365,297,True
georgia_like,US,RBBB,identity,100,20,0,0.000204081699169666,0.00020408169917448895,0.00020408169917449266,297,True
georgia_like,US,RBBB,prior_correction,100,20,0,0.0002040817103307815,0.0002040817103364142,0.00020408171033641791,297,True
georgia_like,US,RBBB,prior_correction_gated,100,20,0,0.0002040817103307815,0.0002040817103364142,0.00020408171033641791,297,True
georgia_like,US,RBBB,prior_correction_minimax,100,20,0,0.00020124368534511005,0.00020124368534511007,0.00020124368534511007,297,True
georgia_like,US,RBBB,temperature,100,20,0,0.00020466638694368287,0.00020466642758263862,0.0002046671048987557,297,True
georgia_like,US,RBBB,platt,100,20,0,0.00020496259183473594,0.0002049626530592312,0.0002049636734673954,297,True
georgia_like,US,RBBB,isotonic,100,20,0,0.00020408169916484137,0.00020408169917448895,0.00020408169917449266,297,True
georgia_like,US,RBBB,hybrid,100,20,0,0.00020466638694368287,0.00020466642758263862,0.0002046671048987557,297,True
georgia_like,US,RBBB,hybrid_minimax,100,20,0,0.00020216143536035716,0.0002021614759993122,0.00020216215331551255,297,True
georgia_like,US,RBBB,identity,200,20,0,0.00020833339784279663,0.0002083334012406235,0.0002083334012406309,297,True
