site,country,label,method,n_cal,n_repeats,n_failed,ece_mean,ece_median,ece_q90,n_positive,reliable_estimate
ptbxl_like,DE,IAVB,isotonic,50,20,0,0.03542821427108368,0.03598978861793296,0.05937057798852615,196,True
ptbxl_like,DE,IAVB,hybrid,50,20,0,0.05531704720409595,0.04034600638834014,0.1181532327598347,196,True
ptbxl_like,DE,IAVB,hybrid_minimax,50,20,0,0.08324083698013882,0.06452741219793712,0.17185419969218746,196,True
ptbxl_like,DE,IAVB,identity,100,20,0,0.04120093309156395,0.04112720871968378,0.04153285392803091,196,True
ptbxl_like,DE,IAVB,prior_correction,100,20,0,0.11858696758008502,0.11846661632541722,0.11902141191828573,196,True
ptbxl_like,DE,IAVB,prior_correction_gated,100,20,0,0.11858696758008502,0.11846661632541722,0.11902141191828573,196,True
ptbxl_like,DE,IAVB,prior_correction_minimax,100,20,0,0.17234876329195975,0.17221752925294131,0.17279078767742304,196,True
ptbxl_like,DE,IAVB,temperature,100,20,0,0.02345468117438282,0.020016946310113932,0.030849834923725554,196,True
ptbxl_like,DE,IAVB,platt,100,20,0,0.01996961728522,0.020682281650324253,0.031544837875346815,196,True
ptbxl_like,DE,IAVB,isotonic,100,20,0,0.024418658239966286,0.02183233030858943,0.037818926022831635,196,True
ptbxl_like,DE,IAVB,hybrid,100,20,0,0.04030088638775716,0.03802755653477477,0.04999590737506835,196,True
ptbxl_like,DE,IAVB,hybrid_minimax,100,20,0,0.06301957371613195,0.06071680833016087,0.07577788112511723,196,True
ptbxl_like,DE,IAVB,identity,200,20,0,0.04124934513308633,0.041260759345471076,0.04193210338750201,196,True
ptbxl_like,DE,IAVB,prior_correction,200,20,0,0.11854969064600096,0.11851353262426852,0.1191870834719847,196,True
ptbxl_like,DE,IAVB,prior_correction_gated,200,20,0,0.11854969064600096,0.11851353262426852,0.1191870834719847,196,True
ptbxl_like,DE,IAVB,prior_correction_minimax,200,20,0,0.17231199983221274,0.1722990989627728,0.17298795867790975,196,True
ptbxl_like,DE,IAVB,temperature,200,20,0,0.02232187297072933,0.02170892771990088,0.026156404671473614,196,True
ptbxl_like,DE,IAVB,platt,200,20,0,0.013719478557509634,0.010614548955941435,0.024960107426981213,196,True
ptbxl_like,DE,IAVB,isotonic,200,20,0,0.020053576289029804,0.01927303220685553,0.03173929731226514,196,True
ptbxl_like,DE,IAVB,hybrid,200,20,0,0.04022450474369296,0.039093140866097276,0.045565495470889505,196,True
ptbxl_like,DE,IAVB,hybrid_minimax,200,20,0,0.06326056247849057,0.06274520657853544,0.07166059016280384,196,True
ptbxl_like,DE,IAVB,identity,400,20,0,0.04112180333898775,0.04096595143854348,0.0421291218446397,196,True
ptbxl_like,DE,IAVB,prior_correction,400,20,0,0.11832126745663415,0.1181489397805923,0.11945916327273633,196,True
ptbxl_like,DE,IAVB,prior_correction_gated,400,20,0,0.11832126745663415,0.1181489397805923,0.11945916327273633,196,True
ptbxl_like,DE,IAVB,prior_correction_minimax,400,20,0,0.1720566659160358,0.1718655734330513,0.17321001908504996,196,True
ptbxl_like,DE,IAVB,temperature,400,20,0,0.020143943605785426,0.01930362358514881,0.022771261356513722,196,True
ptbxl_like,DE,IAVB,platt,400,20,0,0.01130024924239172,0.011305640240353238,0.013852293007034758,196,True
ptbxl_like,DE,IAVB,isotonic,400,20,0,0.014450627759871312,0.014230844757043023,0.02018991515974638,196,True
ptbxl_like,DE,IAVB,hybrid,400,20,0,0.03901604801515395,0.03855368255548103,0.042473323481766606,196,True
ptbxl_like,DE,IAVB,hybrid_minimax,400,20,0,0.06286438354815585,0.061878361135028814,0.06774902585087697,196,True
ptbxl_like,DE,IAVB,identity,800,20,0,0.04087226389233329,0.04088268523787435,0.04237198629112216,196,True
ptbxl_like,DE,IAVB,prior_correction,800,20,0,0.11796651775439253,0.11780806256142808,0.11948485134073694,196,True
ptbxl_like,DE,IAVB,prior_correction_gated,800,20,0,0.11796651775439253,0.11780806256142808,0.11948485134073694,196,True
ptbxl_like,DE,IAVB,prior_correction_minimax,800,20,0,0.17169051684770806,0.17154902843477907,0.17343887771793665,196,True
ptbxl_like,DE,IAVB,temperature,800,20,0,0.02003261280689953,0.020043967551490162,0.021704279570125034,196,True
ptbxl_like,DE,IAVB,platt,800,20,0,0.010102123676377351,0.009718040873039915,0.013581967913937917,196,True
ptbxl_like,DE,IAVB,isotonic,800,20,0,0.01110197427150782,0.010733370813334161,0.014204749346570372,196,True
ptbxl_like,DE,IAVB,hybrid,800,20,0,0.039116000039878626,0.03893604897567628,0.04177555525855072,196,True
ptbxl_like,DE,IAVB,hybrid_minimax,800,20,0,0.06282805443347249,0.06260034132167203,0.06629775055226364,196,True
ptbxl_like,DE,RBBB,identity,0,1,0,0.0002005087215222836,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,prior_correction,0,1,0,0.00020311311944232448,0.00020311311944232448,0.00020311311944232448,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,0,1,0,0.0002005087215222836,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,0,1,0,4.181286797096343e-09,4.181286797096343e-09,4.181286797096343e-09,276,True
ptbxl_like,DE,RBBB,temperature,0,20,0,0.00020050872152228288,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,platt,0,20,0,0.00020050872152228288,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,isotonic,0,20,0,0.00020050872152228288,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,hybrid,0,20,0,0.00020050872152228288,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,0,20,0,0.00020050872152228288,0.0002005087215222836,0.0002005087215222836,276,True
ptbxl_like,DE,RBBB,identity,25,20,0,0.00020147599977343521,0.00020147599977685666,0.00020147599977685666,276,True
ptbxl_like,DE,RBBB,prior_correction,25,20,0,0.00020409296160384956,0.00020409296162656756,0.00020409296162656756,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,25,20,0,0.00020147599977343521,0.00020147599977685666,0.00020147599977685666,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,25,20,0,4.201457825261668e-09,4.201457827854793e-09,4.201457827854793e-09,276,True
ptbxl_like,DE,RBBB,temperature,25,20,0,0.00020204403603358081,0.00020198758769492467,0.00020236382100552452,276,True
ptbxl_like,DE,RBBB,platt,25,20,0,0.00020236452452311384,0.00020236462502563196,0.00020236502703567527,276,True
ptbxl_like,DE,RBBB,isotonic,25,20,0,0.008492862639980855,0.00020147599977685666,0.05547738693467337,276,True
ptbxl_like,DE,RBBB,hybrid,25,20,0,0.00020442049238281293,0.00020432166848575323,0.00020498040551905627,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,25,20,0,6.385079303689728e-07,5.935738079665409e-07,8.930456768668771e-07,276,True
ptbxl_like,DE,RBBB,identity,50,20,0,0.0002024935553278099,0.00020249355533128455,0.00020249355533128528,276,True
ptbxl_like,DE,RBBB,prior_correction,50,20,0,0.0002051237341369594,0.00020512373416003242,0.00020512373416003982,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,50,20,0,0.0002024935553278099,0.00020249355533128455,0.00020249355533128528,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,50,20,0,4.222677310779705e-09,4.2226773115198546e-09,4.2226773115198546e-09,276,True
ptbxl_like,DE,RBBB,temperature,50,20,0,0.00020302357188580687,0.0002030047769372434,0.0002030055010497918,276,True
ptbxl_like,DE,RBBB,platt,50,20,0,0.00020338214333384674,0.00020338202212172307,0.00020338323424293897,276,True
ptbxl_like,DE,RBBB,isotonic,50,20,0,0.0029802476654124,0.00020249355533128455,0.00020249355533128528,276,True
ptbxl_like,DE,RBBB,hybrid,50,20,0,0.00020538363748891578,0.00020535064601489433,0.00020535137012744065,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,50,20,0,6.085590583963102e-07,5.936215660279354e-07,5.943456787969869e-07,276,True
ptbxl_like,DE,RBBB,identity,100,20,0,0.000204536267367751,0.00020455981609996906,0.0002045598160999765,276,True
ptbxl_like,DE,RBBB,prior_correction,100,20,0,0.00020706250782599224,0.00020721683348819627,0.00020721683348820367,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,100,20,0,0.000204536267367751,0.00020455981609996906,0.0002045598160999765,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,100,20,0,4.265765854811437e-09,4.2657658559227924e-09,4.2657658559227924e-09,276,True
ptbxl_like,DE,RBBB,temperature,100,20,0,0.00020502082694241476,0.00020506988747909932,0.0002050715130381249,276,True
ptbxl_like,DE,RBBB,platt,100,20,0,0.0002053801753117427,0.00020544796112299119,0.00020545041010256587,276,True
ptbxl_like,DE,RBBB,isotonic,100,20,0,0.00020453586127991058,0.00020455981609996906,0.0002045598160999765,276,True
ptbxl_like,DE,RBBB,hybrid,100,20,0,0.0002071162758358367,0.00020743969399631898,0.00020744131955533347,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,100,20,0,5.936643598533631e-07,5.933121553641785e-07,5.94937714216981e-07,276,True
ptbxl_like,DE,RBBB,identity,200,20,0,0.00020879743216353146,0.00020882147893538743,0.00020882147893539483,276,True
ptbxl_like,DE,RBBB,prior_correction,200,20,0,0.00021137626067377048,0.00021153385085252626,0.00021153385085253735,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,200,20,0,0.00020879743216353146,0.00020882147893538743,0.00020882147893539483,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,200,20,0,4.354635972555105e-09,4.3546359777361465e-09,4.3546359777361465e-09,276,True
ptbxl_like,DE,RBBB,temperature,200,20,0,0.00020928043670915102,0.00020933000768458623,0.00020933175008046382,276,True
ptbxl_like,DE,RBBB,platt,200,20,0,0.00020964136646411114,0.00020970979364642178,0.0002097124186464322,276,True
ptbxl_like,DE,RBBB,isotonic,200,20,0,0.00020879698445049733,0.00020882147893538743,0.00020882147893539483,276,True
ptbxl_like,DE,RBBB,hybrid,200,20,0,0.0002112615816634522,0.0002117491851708793,0.00021175042973930469,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,200,20,0,5.937526217626027e-07,5.935037081863936e-07,5.952461040278911e-07,276,True
ptbxl_like,DE,RBBB,identity,400,20,0,0.00019611135327088618,0.00021790062247703664,0.00021790067367171928,276,True
ptbxl_like,DE,RBBB,prior_correction,400,20,0,0.00019866283553628965,0.00022073063493806866,0.00022073097480263576,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,400,20,0,0.00019611135327088618,0.00021790062247703664,0.00021790067367171928,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,400,20,0,4.08957116690664e-09,4.543967962817959e-09,4.543967962817959e-09,276,True
ptbxl_like,DE,RBBB,temperature,400,20,0,0.00042018264851268714,0.0002184063488408737,0.0004200685653191151,276,True
ptbxl_like,DE,RBBB,platt,400,20,0,0.00019691102359849292,0.0002187893498920325,0.00021879287163114393,276,True
ptbxl_like,DE,RBBB,isotonic,400,20,0,0.00019605944167514944,0.00021790036459891707,0.00021790067367171928,276,True
ptbxl_like,DE,RBBB,hybrid,400,20,0,0.00042322863230458385,0.00022093027506341761,0.0004241980892045181,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,400,20,0,5.350147411018608e-07,5.940560959954988e-07,5.96249422894074e-07,276,True
ptbxl_like,DE,RBBB,identity,800,20,0,0.00015520883182939686,0.00023810381642035047,0.00023865311877682593,276,True
ptbxl_like,DE,RBBB,prior_correction,800,20,0,0.00015769207804701107,0.0002381531559486912,0.00024175297235986474,276,True
ptbxl_like,DE,RBBB,prior_correction_gated,800,20,0,0.00015520883182939686,0.00023810381642035047,0.00023865311877682593,276,True
ptbxl_like,DE,RBBB,prior_correction_minimax,800,20,0,3.234872432885301e-09,4.976726815838124e-09,4.976726815838124e-09,276,True
ptbxl_like,DE,RBBB,temperature,800,20,0,0.0005489626062031797,0.00023915242952743387,0.001126514827813073,276,True
ptbxl_like,DE,RBBB,platt,800,20,0,0.00015572007989978208,0.000238095238095426,0.00023954643083432052,276,True
ptbxl_like,DE,RBBB,isotonic,800,20,0,0.00015501172263933833,0.0002380950872708787,0.00023865311873350197,276,True
ptbxl_like,DE,RBBB,hybrid,800,20,0,0.0005556152123252115,0.00024014543035958194,0.0011459902368712103,276,True
ptbxl_like,DE,RBBB,hybrid_minimax,800,20,0,3.868388124765587e-07,5.93896335179811e-07,5.973732257719134e-07,276,True
ptbxl_like,DE,LBBB,identity,0,1,0,4.566447210409325e-07,4.566447210409325e-07,4.566447210409325e-07,131,True
ptbxl_like,DE,LBBB,prior_correction,0,1,0,4.0256042622844324e-06,4.0256042622844324e-06,4.0256042622844324e-06,131,True
ptbxl_like,DE,LBBB,prior_correction_gated,0,1,0,4.566447210409325e-07,4.566447210409325e-07,4.566447210409325e-07,131,True
ptbxl_like,DE,LBBB,prior_correction_minimax,0,1,0,0.009926888116211254,0.009926888116211254,0.009926888116211254,131,True
ptbxl_like,DE,LBBB,temperature,0,20,0,4.5664472126123985e-07,4.566447210409325e-07,4.5664472104130314e-07,131,True
ptbxl_like,DE,LBBB,platt,0,20,0,4.5664472126123985e-07,4.566447210409325e-07,4.5664472104130314e-07,131,True
ptbxl_like,DE,LBBB,isotonic,0,20,0,4.5664472126123985e-07,4.566447210409325e-07,4.5664472104130314e-07,131,True
ptbxl_like,DE,LBBB,hybrid,0,20,0,4.5664472126123985e-07,4.566447210409325e-07,4.5664472104130314e-07,131,True
ptbxl_like,DE,LBBB,hybrid_minimax,0,20,0,4.5664472126123985e-07,4.566447210409325e-07,4.5664472104130314e-07,131,True
ptbxl_like,DE,LBBB,identity,25,20,0,4.584543759323729e-07,4.588476302493056e-07,4.58847630748296e-07,131,True
ptbxl_like,DE,LBBB,prior_correction,25,20,0,4.041497117877914e-06,4.045024262745102e-06,4.045024262780665e-06,131,True
ptbxl_like,DE,LBBB,prior_correction_gated,25,20,0,4.584543759323729e-07,4.588476302493056e-07,4.58847630748296e-07,131,True
ptbxl_like,DE,LBBB,prior_correction_minimax,25,20,0,0.009907882318505945,0.009974746438052955,0.0099747766216965,131,True
ptbxl_like,DE,LBBB,temperature,25,20,0,3.2149472321552074e-07,2.488851952447968e-07,4.906887615327427e-07,131,True
ptbxl_like,DE,LBBB,platt,25,20,0,4.477028889898413e-07,4.908897665543976e-07,4.915329827562264e-07,131,True
ptbxl_like,DE,LBBB,isotonic,25,20,0,0.010532937444475268,4.5884763702499866e-07,0.026331658291457286,131,True
ptbxl_like,DE,LBBB,hybrid,25,20,0,2.741938165911999e-06,2.9692508617118474e-06,3.0942186507072755e-06,131,True
ptbxl_like,DE,LBBB,hybrid_minimax,25,20,0,0.01162776955254384,0.00997288208633074,0.011700335535345894,131,True
ptbxl_like,DE,LBBB,identity,50,20,0,4.6076171531469427e-07,4.611650334996558e-07,4.6116504335843513e-07,131,True
ptbxl_like,DE,LBBB,prior_correction,50,20,0,4.061836148062482e-06,4.0654535971425815e-06,4.065453678229571e-06,131,True
ptbxl_like,DE,LBBB,prior_correction_gated,50,20,0,4.6076171531469427e-07,4.611650334996558e-07,4.6116504335843513e-07,131,True
ptbxl_like,DE,LBBB,prior_correction_minimax,50,20,0,0.009901378810419015,0.009907999439237829,0.010025154281402033,131,True
ptbxl_like,DE,LBBB,temperature,50,20,0,2.591576320865735e-07,2.4638753251884915e-07,4.881164825595863e-07,131,True
ptbxl_like,DE,LBBB,platt,50,20,0,4.456285813862065e-07,4.885205229683554e-07,4.893286038466088e-07,131,True
ptbxl_like,DE,LBBB,isotonic,50,20,0,0.003970087678059979,4.611645699984651e-07,0.026464646464646465,131,True
ptbxl_like,DE,LBBB,hybrid,50,20,0,2.6070052852935136e-06,2.9875994519840132e-06,3.11489652266711e-06,131,True
ptbxl_like,DE,LBBB,hybrid_minimax,50,20,0,0.009052194989661505,0.009924433731530433,0.010024183779008745,131,True
ptbxl_like,DE,LBBB,identity,100,20,0,4.6535433576646754e-07,4.658701150661416e-07,4.6587080844147076e-07,131,True
ptbxl_like,DE,LBBB,prior_correction,100,20,0,4.102305429866385e-06,4.10693167844484e-06,4.106937899003908e-06,131,True
ptbxl_like,DE,LBBB,prior_correction_gated,100,20,0,4.6535433576646754e-07,4.658701150661416e-07,4.6587080844147076e-07,131,True
